标题,链接,封面图,发布时间,内容类型,简介,来源,内容ID,视频时长
[世界杯]新泽西世界杯球场新意突出,https://tv.cctv.com/2026/06/10/VIDECL4pX327zdSjlgpd5XVe260610.shtml,https://p1.img.cctvpic.com/photoworkspace/2026/06/10/2026061008472692174.jpg,,视频,美加墨世界杯开幕在即，本期视频带您探访新泽西世界杯球场。,央视网,VIDECL4pX327zdSjlgpd5XVe260610,
[世界杯]海地队乘机抵美 小范围接机气氛火热,https://tv.cctv.com/2026/06/10/VIDEpSHmsRQA5vQlrzvKOhDr260610.shtml,https://p3.img.cctvpic.com/photoworkspace/2026/06/10/2026061008431086644.jpg,,视频,美加墨世界杯开幕在即，海地队乘机抵美，球迷们热情接机。,央视网,VIDEpSHmsRQA5vQlrzvKOhDr260610,
[世界杯]送上祝福之舞 库拉索队抵达佛罗里达,https://tv.cctv.com/2026/06/10/VIDEfNbO6YjboXaU6kKnqoWL260610.shtml,https://p3.img.cctvpic.com/photoworkspace/2026/06/10/2026061008405930791.jpg,,视频,美加墨世界杯开幕在即，库拉索队抵达佛罗里达。,央视网,VIDEfNbO6YjboXaU6kKnqoWL260610,
[世界杯]亚马尔：如果西班牙夺冠 我就蓄胡子,https://tv.cctv.com/2026/06/10/VIDEjhvZTcNusQ0hl1RmQ9fG260610.shtml,https://p3.img.cctvpic.com/photoworkspace/2026/06/10/2026061008391822343.jpg,,视频,美加墨世界杯开幕在即，亚马尔表示，如果西班牙夺冠就蓄胡子。,央视网,VIDEjhvZTcNusQ0hl1RmQ9fG260610,
[世界杯]凯恩展示花活,https://tv.cctv.com/2026/06/10/VIDEngpUK62G3RBeo3NJ8lHm260610.shtml,https://p2.img.cctvpic.com/photoworkspace/2026/06/10/2026061008373551709.jpg,,视频,英格兰世界杯前的最后一场热身赛将对阵哥斯达黎加，赛前训练时，凯恩秀起花活。,央视网,VIDEngpUK62G3RBeo3NJ8lHm260610,
[世界杯]C罗带队训练,https://tv.cctv.com/2026/06/10/VIDEDNgm9hGlFPW3Hr1h3b0b260610.shtml,https://p2.img.cctvpic.com/photoworkspace/2026/06/10/2026061008355319310.jpg,,视频,葡萄牙将迎来世界杯前的最后一场热身赛，6月9日，C罗带队训练。,央视网,VIDEDNgm9hGlFPW3Hr1h3b0b260610,
[世界杯]斯卡洛尼：梅西将会出战与冰岛的热身赛,https://tv.cctv.com/2026/06/10/VIDEnEkKIhaZ6yyUakhpwekK260610.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/06/10/2026061008343461563.jpg,,视频,北京时间6月10日，阿根廷将迎来世界杯前的最后一场热身赛。主教练斯卡洛尼表示，梅西将会出战。,央视网,VIDEnEkKIhaZ6yyUakhpwekK260610,
[世界杯]人气超足 德国战车被强力围观,https://tv.cctv.com/2026/06/10/VIDETkUaRxQj0rx5A8EvZXHP260610.shtml,https://p1.img.cctvpic.com/photoworkspace/2026/06/10/2026061008323931454.jpg,,视频,美加墨世界杯开幕在即，德国队进行公开训练，训练现场相当热闹。,央视网,VIDETkUaRxQj0rx5A8EvZXHP260610,
[世界杯]巴黎圣日耳曼俱乐部主席复函总台 预祝总台世界杯报道圆满成功,https://tv.cctv.com/2026/06/10/VIDEAHaubidXgIVxl97KTaka260610.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/06/10/2026061008312422114.jpg,,视频,6月9日，巴黎圣日耳曼俱乐部主席复函总台，预祝总台世界杯报道圆满成功。,央视网,VIDEAHaubidXgIVxl97KTaka260610,
[国际足球]对话克洛泽,https://tv.cctv.com/2026/06/09/VIDEbHugrmfmJ4wllIHg2z3I260609.shtml,https://p1.img.cctvpic.com/photoworkspace/2026/06/10/2026061007252345890.jpg,,视频,近日，世界杯历史最佳射手、现任德国纽伦堡足球俱乐部主教练克洛泽，随德国纽伦堡市代表团访问了深圳市南山区。在随后接受总台采访时，克洛泽谈到了青训，还有现代足球的理念。,央视网,VIDEbHugrmfmJ4wllIHg2z3I260609,
[世界杯]世界杯点燃新西兰足球热情 “全白队”成为全民焦点,https://tv.cctv.com/2026/06/09/VIDEjCTNFJc1ZBZObBLchKpd260609.shtml,https://p2.img.cctvpic.com/photoworkspace/2026/06/09/2026060922094133934.jpg,,视频,世界杯热潮席卷新西兰，国家队“全白队”备受全民关注。足球氛围持续升温，民众满怀期待，静待球队在赛场绽放风采。,央视网,VIDEjCTNFJc1ZBZObBLchKpd260609,
[世界杯]美国队进行公开训练,https://tv.cctv.com/2026/06/09/VIDEdtrf0uRRzL8iF3SR3hFB260609.shtml,https://p2.img.cctvpic.com/photoworkspace/2026/06/09/2026060919442526963.jpg,,视频,近日，美国队开展世界杯公开训练，队员们状态饱满、认真演练战术，借助公开训练磨合阵容，积极为赛事做好全面准备。,央视网,VIDEdtrf0uRRzL8iF3SR3hFB260609,
[世界杯]坦然面对伤病 巴西队积极备战世界杯,https://tv.cctv.com/2026/06/09/VIDEu0rxRa6JO2UqpYPAYa24260609.shtml,https://p1.img.cctvpic.com/photoworkspace/2026/06/09/2026060918380420835.jpg,,视频,巴西队队员坦然看待队内伤病情况，全队心态沉稳，有条不紊投入世界杯备战，全力调整状态，力争在赛场展现最佳实力。,央视网,VIDEu0rxRa6JO2UqpYPAYa24260609,
[世界杯]巴利奇担任美加墨世界杯开幕式创意团队负责人,https://tv.cctv.com/2026/06/09/VIDEowaiLHOhgyR6IdxoF8oM260609.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/06/09/2026060918350863421.jpg,,视频,马尔科・巴利奇出任2026美加墨世界杯开幕式创意负责人，这位意大利制作人曾操刀卡塔尔世界杯与米兰冬奥会开幕式，将打造三场融合本土文化的开幕大秀。,央视网,VIDEowaiLHOhgyR6IdxoF8oM260609,
[世界杯]奥利塞上演帽子戏法 法国主场获胜,https://tv.cctv.com/2026/06/09/VIDEoh1KYc73Q5pncsrjvuTI260609.shtml,https://p4.img.cctvpic.com/photoworkspace/2026/06/09/2026060918271712766.jpg,,视频,北京时间6月9日凌晨，美加墨世界杯热身赛，法国队3-1战胜北爱尔兰队。,央视网,VIDEoh1KYc73Q5pncsrjvuTI260609,
6月11日看《如约而至》 解锁球迷专属狂欢夜！,https://sports.cctv.com/2026/06/09/ARTIwdFXiHUnwi26mCyVq0Ut260609.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/06/09/2026060914032392805.jpg,,文章,2026世界杯赛期，一档聚焦球迷文化与城市足球生活的全新节目即将登陆央视体育频道。6月11日起每晚22:00，由中央广播电视总台体育青少节目中心推出的世界杯特别节目《如约而至》正式开播。,央视网,ARTIwdFXiHUnwi26mCyVq0Ut260609,
央视体育世界杯特别节目《如约而至》6月11日开播,https://sports.cctv.com/2026/06/09/ARTIXzDjUSJ1svi8pBv5TSQu260609.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/06/09/2026060913532867632.jpg,,文章,2026年6月——四年一度的世界杯热潮即将席卷全球，中央广播电视总台体育青少节目中心推出一档世界杯特别节目《如约而至》，将于6月11日起每晚22:00在CCTV-5播出。该节目以“足球+”为核心，联动国内多座足球文化底蕴深厚、拥有专属足球故事的特色城市，打造属于球迷的“第二主场”，让世界杯不仅是赛场竞技，更成为连接普通人情感与城市文化的纽带。,央视网,ARTIXzDjUSJ1svi8pBv5TSQu260609,
友谊赛-加克波双响 十人荷兰2-1绝杀乌兹别克斯坦,https://sports.cctv.com/2026/06/09/ARTIoVcZX352guTMYtFJ2j4c260609.shtml,https://p4.img.cctvpic.com/photoworkspace/2026/06/09/2026060908252327020.jpg,,文章,央视网消息：北京时间6月9日，荷兰在纽约伊坎体育场与乌兹别克斯坦进行一场友谊赛。上半场，萨默维尔造点，加克波点射破门。荷兰半场1-0领先乌兹别克斯坦。下半场，布罗比打进一球，但是被判越位在先，随后替补上场的蒂尔手球犯规被直接红牌罚下，谢尔盖耶夫补时扳平，加克波读秒点射破门。最终荷兰2-1击败乌兹别克斯坦。,央视网,ARTIoVcZX352guTMYtFJ2j4c260609,
友谊赛-奥利塞戴帽姆巴佩失良机 法国3-1北爱尔兰,https://sports.cctv.com/2026/06/09/ARTIEIrr8m1iRKXG6Jkg5JMG260609.shtml,https://p1.img.cctvpic.com/photoworkspace/2026/06/09/2026060908205473440.jpg,,文章,央视网消息：足球友谊赛，法国对阵北爱尔兰，比赛在皮埃尔莫鲁瓦球场进行。上半场，姆巴佩错失良机，奥利塞破门。易边再战，奥利塞再进两球上演帽子戏法，凯利建功。最终法国3-1北爱尔兰。,央视网,ARTIEIrr8m1iRKXG6Jkg5JMG260609,
[世界杯]马拉多纳连过五人进球领衔世界杯百大进球,https://tv.cctv.com/2026/06/09/VIDEja0XddI71qs6Up3RYtrF260609.shtml,https://p3.img.cctvpic.com/photoworkspace/2026/06/09/2026060908211644988.jpg,,视频,马拉多纳连过五人进球领衔世界杯百大进球。,央视网,VIDEja0XddI71qs6Up3RYtrF260609,
[世界杯]德国队抵达北卡罗来纳,https://tv.cctv.com/2026/06/09/VIDE78hFlo66IwM3vgtGINfk260609.shtml,https://p2.img.cctvpic.com/photoworkspace/2026/06/09/2026060907453370613.jpg,,视频,美加墨世界杯开幕在即，德国队抵达北卡罗来纳。,央视网,VIDE78hFlo66IwM3vgtGINfk260609,
[世界杯]巴西后卫韦斯利伤别美加墨世界杯,https://tv.cctv.com/2026/06/09/VIDEL2UD8BGVLM87RIOzPwzD260609.shtml,https://p1.img.cctvpic.com/photoworkspace/2026/06/09/2026060907433274172.jpg,,视频,美加墨世界杯开幕在即，巴西后卫韦斯利在热身赛受伤，提前告别世界杯。,央视网,VIDEL2UD8BGVLM87RIOzPwzD260609,
盘点有望在美加墨世界杯一鸣惊人的新星,https://sports.cctv.com/2026/06/09/ARTIxMdthzLItwrQBSKTpfj3260609.shtml,https://p1.img.cctvpic.com/photoworkspace/2026/06/09/2026060907363130336.jpg,,文章,新华社柏林6月8日电（记者赵建通、董意行）每届世界杯都是属于巨星的舞台，也同样是新星诞生的地方。  1958年，17岁的贝利带领巴西队首次赢得世界杯冠军；1998年，18岁的欧文一球成名，成为英格兰“金童”；2018年，19岁的姆巴佩在俄罗斯世界杯完成加冕。对于年轻球员而言，没有哪个舞台比世界杯更适合一鸣惊人。  2026年美加墨世界杯即将拉开大幕。在梅西、C罗、莫德里奇等老将可能迎来最后一次世界杯之旅的同时，一批潜力新星也准备接过世界足球的接力棒。相比亚马尔、若昂·内维斯等已声名鹊起的年轻巨星，以下几位球员或许将在本届世界杯“横空出世”。恩德里克：需要自证的巴西天才  在巴西队，从来不缺少年,央视网,ARTIxMdthzLItwrQBSKTpfj3260609,
[世界杯]阿里亚斯双响 哥伦比亚战胜约旦,https://tv.cctv.com/2026/06/09/VIDEFMJ0eVcQstI2CRF4EddJ260609.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/06/09/2026060907412764200.jpg,,视频,北京时间6月8日，哥伦比亚与约旦进行世界杯前的热身赛，最终哥伦比亚2-0战胜约旦。,央视网,VIDEFMJ0eVcQstI2CRF4EddJ260609,
[世界杯]世界杯裁判集训 因凡蒂诺探班,https://tv.cctv.com/2026/06/09/VIDE4WV7XnrDpwGP6GIw5Dh2260609.shtml,https://p2.img.cctvpic.com/photoworkspace/2026/06/09/2026060907393879003.jpg,,视频,美加墨世界杯开幕在即，170名裁判员在迈阿密展开集训，因凡蒂诺前往探班。,央视网,VIDE4WV7XnrDpwGP6GIw5Dh2260609,
[世界杯]中国裁判组拍摄世界杯官方写真,https://tv.cctv.com/2026/06/09/VIDE2QvOFuQFEDOcJFOaCkKD260609.shtml,https://p2.img.cctvpic.com/photoworkspace/2026/06/09/2026060907350391088.jpg,,视频,美加墨世界杯日益临近，中国裁判组马宁、傅明、周飞拍摄官方写真。,央视网,VIDE2QvOFuQFEDOcJFOaCkKD260609,
[世界杯]挪威黑马成色十足 首要适应当地气温,https://tv.cctv.com/2026/06/08/VIDEEtM1YDHvvoBjMGkkg7N4260608.shtml,https://p3.img.cctvpic.com/photoworkspace/2026/06/08/2026060822214813258.jpg,,视频,美加墨世界杯临近，挪威队被认为是本届世界杯的大黑马。目前，他们正在积极备战。,央视网,VIDEEtM1YDHvvoBjMGkkg7N4260608,
[世界杯]荷兰球迷谨慎看好“橙衣军团”世界杯前景,https://tv.cctv.com/2026/06/08/VIDEgjZYvb3WengmYyjHtmab260608.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/06/08/2026060822202717628.jpg,,视频,美加墨世界杯临近，荷兰队球迷表示荷兰队不是夺冠热门，能打进半决赛就很好。,央视网,VIDEgjZYvb3WengmYyjHtmab260608,
[世界杯]亚马尔有望参加西班牙首场小组赛,https://tv.cctv.com/2026/06/08/VIDEkVSpiw6iTZOQqMk2A098260608.shtml,https://p2.img.cctvpic.com/photoworkspace/2026/06/08/2026060822175016708.jpg,,视频,近日，西班牙主帅表示，亚马尔有望参加西班牙首场小组赛。,央视网,VIDEkVSpiw6iTZOQqMk2A098260608,
[天下足球]20260608 世界杯百大进球,https://tv.cctv.com/2026/06/08/VIDEUwKNnPX5sT8whRQMzvWc260608.shtml,https://p2.img.cctvpic.com/photoworkspace/2026/06/08/2026060819532573917.jpg,,视频,北京时间2026年6月8日《天下足球》为您带来：美加墨世界杯日益临近，让我们一同回顾世界杯百大进球。,央视网,VIDEUwKNnPX5sT8whRQMzvWc260608,
[天下足球]马拉多纳连过五人进球领衔世界杯百大进球,https://tv.cctv.com/2026/06/08/VIDEY5nc3pVaWKSwlQ87bsdY260608.shtml,https://p3.img.cctvpic.com/photoworkspace/2026/06/08/2026060819505638677.jpg,,视频,马拉多纳连过五人进球领衔世界杯百大进球。,央视网,VIDEY5nc3pVaWKSwlQ87bsdY260608,
[世界杯]法国队备战热身赛,https://tv.cctv.com/2026/06/08/VIDEzK6UDWamjrxyx59vWMlA260608.shtml,https://p1.img.cctvpic.com/photoworkspace/2026/06/08/2026060818565629113.jpg,,视频,美加墨世界杯临近，目前，法国队正积极备战他们的最后一场热身赛。,央视网,VIDEzK6UDWamjrxyx59vWMlA260608,
足球友谊赛：哥伦比亚2-0约旦 阿里亚斯梅开二度,https://sports.cctv.com/2026/06/08/ARTI0S9RagRVg6jgMK4vW711260608.shtml,https://p4.img.cctvpic.com/photoworkspace/2026/06/08/2026060809234423267.jpg,,文章,央视网消息：北京时间6月8日，国际友谊赛，哥伦比亚对阵约旦。上半场，阿里亚斯破门打破僵局，下半场，阿里亚斯梅开二度帮助哥伦比亚扩大比分，补时阶段，贾穆斯飞铲卡拉斯卡尔两黄变一红被罚下场，最终，哥伦比亚2-0约旦。,央视网,ARTI0S9RagRVg6jgMK4vW711260608,
48队世界杯，有哪些新变化？,https://sports.cctv.com/2026/06/08/ARTI4qhgN0yT4hBJHIE3YQW1260608.shtml,https://p3.img.cctvpic.com/photoworkspace/2026/06/08/2026060808491774003.jpg,,文章,再过几天，备受期待的2026美加墨世界杯就将打响。在连续七届32队规模的世界杯后，本次世界杯球队数量增加到48支，这意味着接近四分之一的国际足联会员协会可以参与到这四年一届的盛事当中。在扩军之后，世界杯将迎来哪些变化？,央视网,ARTI4qhgN0yT4hBJHIE3YQW1260608,
巴西队官方：韦斯利因伤退出世界杯名单 埃德森入选,https://sports.cctv.com/2026/06/08/ARTID69TuFHAXN0hiDKxckLc260608.shtml,https://p4.img.cctvpic.com/photoworkspace/2026/06/08/2026060808371672601.jpg,,文章,央视网消息：北京时间6月8日，巴西国家队官方宣布，韦斯利因伤退出世界杯名单，补招埃德森。在巴西与埃及的热身赛中，韦斯利在比赛第18分钟受伤，随后主动示意要求换人。官方公告表示，在经过核磁共振扫描后，韦斯利确认左大腿内收肌受伤。鉴于诊断结果，巴西足协宣布征召运动员埃德森，他将于本周一前往美国与球队会合。今夏，埃德森接近从亚特兰大转会加盟曼联。,央视网,ARTID69TuFHAXN0hiDKxckLc260608,
[世界杯]苏格兰队因伤病取消热身赛,https://tv.cctv.com/2026/06/08/VIDEeA6te1McWd2bX3BzJlHa260608.shtml,https://p2.img.cctvpic.com/photoworkspace/2026/06/08/2026060808434577293.jpg,,视频,苏格兰队因队内伤病，取消了与挪威的世界杯闭门热身赛。,央视网,VIDEeA6te1McWd2bX3BzJlHa260608,
[世界杯]伊朗国家队抵达墨西哥蒂华纳,https://tv.cctv.com/2026/06/08/VIDEhoYyh55vLBTIBpQcrq9j260608.shtml,https://p4.img.cctvpic.com/photoworkspace/2026/06/08/2026060808574059422.jpg,,视频,当地时间6月7日，伊朗国家队抵达墨西哥蒂华纳备战美加墨世界杯。,央视网,VIDEhoYyh55vLBTIBpQcrq9j260608,
[世界杯]“维京战士”积极备战 静待世界杯,https://tv.cctv.com/2026/06/07/VIDEHhQ7xFd6SqGp6LdnPCQr260607.shtml,https://p3.img.cctvpic.com/photoworkspace/2026/06/07/2026060718584059671.jpg,,视频,近日，挪威队正积极备战，静待世界杯。,央视网,VIDEHhQ7xFd6SqGp6LdnPCQr260607,
[世界杯]法国队即将前往美国 开启世界杯之旅,https://tv.cctv.com/2026/06/07/VIDEs7PkDRLj1I6M0G5X1QCk260607.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/06/07/2026060718564810560.jpg,,视频,法国队即将前往美国，开启世界杯之旅。,央视网,VIDEs7PkDRLj1I6M0G5X1QCk260607,
[世界杯]韩国进行抵达墨西哥后首训,https://tv.cctv.com/2026/06/07/VIDEhW5sjmdTGkFbNSWpZinQ260607.shtml,https://p3.img.cctvpic.com/photoworkspace/2026/06/07/2026060718491644087.jpg,,视频,当地时间6月6日，韩国进行抵达墨西哥后首训。,央视网,VIDEhW5sjmdTGkFbNSWpZinQ260607,
[世界杯]墨西哥备战世界杯揭幕战,https://tv.cctv.com/2026/06/07/VIDEN03qcjGmZaU3qR9ByF2i260607.shtml,https://p3.img.cctvpic.com/photoworkspace/2026/06/07/2026060718472075944.jpg,,视频,近日，墨西哥正在积极备战世界杯揭幕战。,央视网,VIDEN03qcjGmZaU3qR9ByF2i260607,
[世界杯]亚马尔有望参加西班牙首场小组赛,https://tv.cctv.com/2026/06/07/VIDEJBUWV8ZxDD109EDH22EE260607.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/06/07/2026060718460841856.jpg,,视频,近日，西班牙主帅表示，亚马尔有望参加西班牙首场小组赛。,央视网,VIDEJBUWV8ZxDD109EDH22EE260607,
[世界杯]安切洛蒂：首发阵容心里有数了,https://tv.cctv.com/2026/06/07/VIDEc7MjhPwnkM41zRY0plMh260607.shtml,https://p4.img.cctvpic.com/photoworkspace/2026/06/07/2026060718444725152.jpg,,视频,备战美加墨世界杯期间，巴西主帅安切洛蒂透露，他对球队的首发阵容已经心里有数了。,央视网,VIDEc7MjhPwnkM41zRY0plMh260607,
友谊赛-吉马良斯、恩德里克破门 巴西2-1埃及,https://sports.cctv.com/2026/06/07/ARTI4Z9reSQXYVGq5mNZ3I1T260607.shtml,https://p1.img.cctvpic.com/photoworkspace/2026/06/07/2026060708245893544.jpg,,文章,央视网消息：北京时间6月7日6:00，足球友谊赛，巴西迎战埃及的比赛在第一能源体育场进行。上半场，吉马良斯破门，马尔基尼奥斯送礼，穆斯塔法·济科扳平，韦斯利·利马伤退，维尼修斯失单刀。易边再战，双方大面积换人，恩德里克破门。最终，巴西2-1战胜埃及。,央视网,ARTI4Z9reSQXYVGq5mNZ3I1T260607,
[世界杯]伊朗队6日启程前往墨西哥驻地,https://tv.cctv.com/2026/06/07/VIDEJFr5aT2eET4BfHODOL3v260607.shtml,https://p5.img.cctvpic.com/photoworkspace/2026/06/07/2026060708313912943.jpg,,视频,伊朗国家足球队已于‌2026年6月6日‌从土耳其启程，前往墨西哥蒂华纳市设立的世界杯驻地。,央视网,VIDEJFr5aT2eET4BfHODOL3v260607,
[世界杯]卡尔因伤无缘世界杯,https://tv.cctv.com/2026/06/07/VIDEmK20vVlCdjWJWpbuquUT260607.shtml,https://p3.img.cctvpic.com/photoworkspace/2026/06/07/2026060708294692168.jpg,,视频,德国18岁天才球员伦纳特·卡尔因左大腿肌肉撕裂，确认无缘2026年美加墨世界杯。,央视网,VIDEmK20vVlCdjWJWpbuquUT260607,
[世界杯]安切洛蒂：内马尔下周将接受核磁共振检查,https://tv.cctv.com/2026/06/07/VIDEbkAuLuaT1ZnPM675RYsx260607.shtml,https://p1.img.cctvpic.com/photoworkspace/2026/06/07/2026060708281960206.jpg,,视频,备战世界杯期间，巴西主帅安切洛蒂透露，内马尔将于下周接受核磁共振检查，以此评估伤情，全力争取赶上本届世界杯赛事。,央视网,VIDEbkAuLuaT1ZnPM675RYsx260607,
